ANON_ID,Run_year,Sample_date,Nitrate as N_mean,"Nitrogen, Total Oxidised as N_mean"
O13_2023,2023.0,2023-09-08,2.2,2.2
O1_2023,2023.0,2023-10-12,7.786666666666666,7.8
N55_2023,2023.0,2023-09-14,2.14,2.2333333333333334
N43_2023,2023.0,2023-09-15,0.2893333333333334,0.2933333333333334
N31_2023,2023.0,2023-10-16,0.344,0.3466666666666667
N20_2023,2023.0,2023-10-26,2.3666666666666667,2.4
N7_2023,2023.0,2023-10-31,7.992500000000001,8.025
M63_2023,2023.0,2023-10-09,8.692499999999999,8.7
M47_2023,2023.0,2023-10-12,4.823333333333333,4.833333333333334
T34_2023,2023.0,2023-11-22,0.4265,0.4275
O34_2023,2023.0,2023-09-13,0.3222666666666666,0.3246666666666666
O22_2023,2023.0,2023-09-07,3.49,3.5
O12_2023,2023.0,2023-09-08,5.61,5.966666666666668
N64_2023,2023.0,2023-10-02,0.063,0.064
N54_2023,2023.0,2023-09-14,,
N42_2023,2023.0,2023-09-14,3.653333333333333,3.6666666666666665
N30_2023,2023.0,2023-10-16,0.1686666666666666,0.17
N19_2023,2023.0,2023-10-23,0.1755333333333333,0.1766666666666666
N5_2023,2023.0,2023-10-27,5.5200000000000005,5.533333333333334
M62_2023,2023.0,2023-10-09,6.630000000000001,6.65
M46_2023,2023.0,2023-10-12,0.2664999999999999,0.2675
T31_2023,2023.0,2023-11-22,0.74575,0.7475
O33_2023,2023.0,2023-09-19,3.6,3.6
O20_2023,2023.0,2023-10-12,3.356666666666667,3.3666666666666667
O11_2023,2023.0,2023-09-08,0.2015099517490952,0.2236630478488135
N63_2023,2023.0,2023-10-02,1.8633333333333333,1.8666666666666665
N53_2023,2023.0,2023-09-14,2.926666666666667,2.9333333333333336
N41_2023,2023.0,2023-09-14,2.6266666666666665,2.6333333333333333
N28_2023,2023.0,2023-09-15,3.882,3.936666666666667
N17_2023,2023.0,2023-10-24,0.119,0.12
N4_2023,2023.0,2023-10-27,5.31,5.4
M60_2023,2023.0,2023-10-17,,
M45_2023,2023.0,2023-10-12,0.27375,0.275
T20_2023,2023.0,2023-11-08,,
O32_2023,2023.0,2023-09-19,0.2185199034981904,0.2236630478488135
O19_2023,2023.0,2023-10-13,8.856666666666666,8.866666666666667
O9_2023,2023.0,2023-09-07,0.7464999999999999,0.75
N62_2023,2023.0,2023-10-02,0.139,0.14
N50_2023,2023.0,2023-09-29,1.09,1.1
N40_2023,2023.0,2023-09-14,3.36,3.4
N27_2023,2023.0,2023-09-15,1.7653333333333334,1.84
N3_2023,2023.0,2023-10-31,4.696666666666666,4.7
M58_2023,2023.0,2023-10-17,0.15975,0.16075
M43_2023,2023.0,2023-10-09,4.6,4.6
T14_2023,2023.0,2023-11-09,3.335,3.35
O30_2023,2023.0,2023-09-18,1.12,1.2
O18_2023,2023.0,2023-05-25,2.8,2.8
M8_2023,2023.0,2023-09-25,2.9133333333333336,2.9333333333333336
L64_2023,2023.0,2023-10-05,0.0477666666666666,0.051
L47_2023,2023.0,2023-10-04,0.1407,0.1456666666666666
L32_2023,2023.0,2023-09-28,2.75,2.75
L20_2023,2023.0,2023-09-29,1.7266666666666666,1.7333333333333334
L9_2023,2023.0,2023-10-30,6.366666666666667,6.4
K48_2023,2023.0,2023-09-12,2.3800000000000003,2.4
J47_2023,2023.0,2023-09-12,,
J31_2023,2023.0,2023-09-04,0.2259,0.2327499999999999
M28_2023,2023.0,2023-09-26,7.8125,7.825
M18_2023,2023.0,2023-09-19,5.239999999999999,5.275
M6_2023,2023.0,2023-09-25,0.2556666666666666,0.2566666666666666
L63_2023,2023.0,2023-09-27,3.2066666666666666,3.233333333333333
L45_2023,2023.0,2023-09-29,0.7756799356654603,0.782442031899209
L30_2023,2023.0,2023-09-27,1.54,1.55
L16_2023,2023.0,2023-10-31,2.74,2.9
L8_2023,2023.0,2023-10-27,11.7,12.0
K38_2023,2023.0,2023-10-23,3.0250000000000004,3.0250000000000004
J45_2023,2023.0,2023-09-11,4.3133333333333335,4.333333333333333
J30_2023,2023.0,2023-09-06,6.8825,6.9
M40_2023,2023.0,2023-10-10,12.8,13.0
M27_2023,2023.0,2023-09-28,3.473333333333333,3.5333333333333337
M16_2023,2023.0,2023-09-20,2.4,2.4
M5_2023,2023.0,2023-09-25,0.0118,0.0139999999999999
L61_2023,2023.0,2023-09-27,0.3598399678327301,0.3645543492829379
L44_2023,2023.0,2023-09-27,1.6846666666666668,1.6900000000000002
L29_2023,2023.0,2023-09-29,2.223333333333333,2.2333333333333334
L15_2023,2023.0,2023-10-30,2.0,2.0
L5_2023,2023.0,2023-10-18,2.12,2.1333333333333333
K37_2023,2023.0,2023-09-14,0.7157500000000001,0.7175
J44_2023,2023.0,2023-09-12,0.664,0.6699999999999999
J28_2023,2023.0,2023-09-05,8.415,8.425
M38_2023,2023.0,2023-10-09,8.857500000000002,8.875
M26_2023,2023.0,2023-10-09,1.4500000000000002,1.4500000000000002
M15_2023,2023.0,2023-09-20,2.99,3.0
M4_2023,2023.0,2023-09-25,0.0119333333333333,0.0133553504644709
L56_2023,2023.0,2023-09-26,0.786,0.79
L43_2023,2023.0,2023-09-26,0.1713333333333333,0.1733333333333333
L28_2023,2023.0,2023-09-28,1.1986666666666668,1.2033333333333334
L14_2023,2023.0,2023-10-18,1.539,1.5826666666666669
L2_2023,2023.0,2023-10-18,12.125,12.25
J63_2023,2023.0,2023-09-12,0.2023333333333333,0.2066666666666666
J43_2023,2023.0,2023-09-12,6.390000000000001,6.4
J27_2023,2023.0,2023-09-05,8.75,8.766666666666667
M36_2023,2023.0,2023-10-10,0.3216,0.3236666666666667
M24_2023,2023.0,2023-09-27,2.2433333333333336,2.266666666666667
M14_2023,2023.0,2023-09-21,1.322,1.3666666666666665
M3_2023,2023.0,2023-09-25,1.2,1.2
L55_2023,2023.0,2023-10-04,3.846666666666666,3.8666666666666663
L40_2023,2023.0,2023-10-05,14.5,14.5
L26_2023,2023.0,2023-10-20,1.104,1.1233333333333333
L13_2023,2023.0,2023-10-19,3.985,4.0
K66_2023,2023.0,2023-09-27,0.4316666666666666,0.44
J60_2023,2023.0,2023-09-11,1.3445,1.345
J42_2023,2023.0,2023-09-12,0.013,0.014
J25_2023,2023.0,2023-09-04,6.756666666666667,6.866666666666667
M34_2023,2023.0,2023-09-26,2.0333333333333337,2.0333333333333337
M23_2023,2023.0,2023-09-27,12.933333333333332,13.0
M13_2023,2023.0,2023-09-21,12.3,12.333333333333334
M2_2023,2023.0,2023-09-26,0.0643333333333333,0.0653333333333333
L54_2023,2023.0,2023-09-26,0.3023333333333333,0.3033333333333334
L39_2023,2023.0,2023-10-06,7.590000000000001,7.6
L25_2023,2023.0,2023-10-19,0.7456666666666667,0.7466666666666666
L12_2023,2023.0,2023-10-19,3.8233333333333337,3.8333333333333335
K65_2023,2023.0,2023-09-27,4.308000000000001,4.326666666666667
J56_2023,2023.0,2023-09-11,3.31,3.325
J36_2023,2023.0,2023-09-06,4.956666666666666,4.966666666666667
J22_2023,2023.0,2023-09-05,4.5375,4.7
M32_2023,2023.0,2023-10-05,2.43,2.4333333333333336
M21_2023,2023.0,2023-09-19,15.296666666666669,15.4
M12_2023,2023.0,2023-09-21,2.306666666666666,2.3666666666666667
M1_2023,2023.0,2023-09-25,2.75,2.766666666666667
L53_2023,2023.0,2023-10-05,0.529,0.53
L37_2023,2023.0,2023-09-26,0.6835,0.69
L24_2023,2023.0,2023-10-19,0.0604666666666666,0.0616666666666666
L11_2023,2023.0,2023-10-19,1.842,1.85
K55_2023,2023.0,2023-10-12,7.126666666666666,7.133333333333333
J54_2023,2023.0,2023-09-12,3.5175,3.525
J35_2023,2023.0,2023-09-06,4.715,4.75
J19_2023,2023.0,2023-09-04,3.5425,3.6
M31_2023,2023.0,2023-10-10,3.003333333333334,3.0333333333333337
M20_2023,2023.0,2023-09-19,0.2256666666666666,0.2299999999999999
M11_2023,2023.0,2023-09-22,3.523333333333333,3.533333333333333
L65_2023,2023.0,2023-10-06,3.2466666666666666,3.266666666666667
L50_2023,2023.0,2023-09-26,1.6033333333333333,1.6333333333333335
L35_2023,2023.0,2023-10-10,0.2890132689987936,0.2991086985658757
L10_2023,2023.0,2023-10-27,0.4456666666666666,0.4466666666666666
K49_2023,2023.0,2023-09-11,3.4750000000000005,3.5
J48_2023,2023.0,2023-09-12,2.64,2.65
J32_2023,2023.0,2023-09-04,5.193333333333333,5.2
M29_2023,2023.0,2023-10-04,4.08,4.166666666666667
M19_2023,2023.0,2023-09-19,8.856666666666667,8.9
M9_2023,2023.0,2023-09-22,3.796666666666667,3.8666666666666663
G41_2023,2023.0,2023-05-23,4.225,4.25
F63_2023,2023.0,2023-05-22,7.65,7.7
F38_2023,2023.0,2023-03-23,0.2923333333333333,0.2933333333333333
F9_2023,2023.0,2023-05-15,4.8133333333333335,4.833333333333333
E61_2023,2023.0,2023-05-18,0.184,0.185
E15_2023,2023.0,2023-04-26,6.223333333333334,6.266666666666667
D39_2023,2023.0,2023-04-04,2.1966666666666668,2.2
D8_2023,2023.0,2023-04-06,5.8875,5.925
C58_2023,2023.0,2023-03-29,3.94,3.95
I11_2023,2023.0,2023-05-31,3.02,3.033333333333333
H14_2023,2023.0,2023-05-30,,
G40_2023,2023.0,2023-05-23,0.5456666666666666,0.5466666666666666
F62_2023,2023.0,2023-05-19,10.776666666666666,10.933333333333332
F34_2023,2023.0,2023-05-15,8.723333333333333,8.733333333333333
E59_2023,2023.0,2023-05-22,16.5,16.5
E8_2023,2023.0,2023-04-26,6.313333333333333,6.333333333333333
D35_2023,2023.0,2023-04-04,3.033333333333333,3.033333333333333
D5_2023,2023.0,2023-04-06,6.565,6.575
C57_2023,2023.0,2023-03-30,3.3233333333333337,3.333333333333333
J9_2023,2023.0,2023-09-04,0.6686666666666667,0.6699999999999999
I10_2023,2023.0,2023-05-24,8.52,8.55
H4_2023,2023.0,2023-05-23,5.776666666666667,5.8
G38_2023,2023.0,2023-05-22,2.06,2.0666666666666664
F59_2023,2023.0,2023-05-11,0.8205,0.8225
F31_2023,2023.0,2023-05-12,4.01,4.1
E54_2023,2023.0,2023-05-23,7.936666666666666,7.999999999999999
D66_2023,2023.0,2023-04-20,1.5733333333333333,1.6666666666666667
D30_2023,2023.0,2023-04-04,0.1083333333333333,0.1093333333333333
C65_2023,2023.0,2023-03-29,0.2556666666666666,0.2566666666666666
C56_2023,2023.0,2023-03-31,5.796666666666667,5.8
J5_2023,2023.0,2023-09-05,0.0214333333333333,0.0226
I9_2023,2023.0,2023-05-24,5.9750000000000005,6.0
H1_2023,2023.0,2023-05-19,11.32,11.333333333333334
G16_2023,2023.0,2023-05-19,5.065,5.1
F56_2023,2023.0,2023-03-23,4.74,4.75
F25_2023,2023.0,2023-05-09,2.68,2.7
F5_2023,2023.0,2023-04-14,3.286666666666666,3.333333333333333
E42_2023,2023.0,2023-04-27,2.895,2.9
D50_2023,2023.0,2023-04-04,8.62,8.700000000000001
D22_2023,2023.0,2023-04-04,5.776666666666666,5.8
C64_2023,2023.0,2023-03-29,18.53333333333333,18.666666666666668
C51_2023,2023.0,2023-03-30,3.517666666666667,3.52
I53_2023,2023.0,2023-05-18,3.19,3.2
H52_2023,2023.0,2023-05-31,6.67,6.7
G65_2023,2023.0,2023-05-24,3.0,3.0
G10_2023,2023.0,2023-05-17,8.553333333333333,8.566666666666666
F55_2023,2023.0,2023-03-23,17.666666666666668,17.666666666666668
F24_2023,2023.0,2023-05-12,0.696,0.7
E66_2023,2023.0,2023-05-23,6.16,6.2
E31_2023,2023.0,2023-05-04,1.8733333333333333,1.9
D45_2023,2023.0,2023-04-04,1.4436666666666664,1.4666666666666668
D21_2023,2023.0,2023-03-29,4.535,4.55
C63_2023,2023.0,2023-03-30,0.0593333333333333,0.0603333333333333
C50_2023,2023.0,2023-03-31,0.289,0.29
I36_2023,2023.0,2023-05-25,0.2185199034981904,0.2236630478488135
H38_2023,2023.0,2023-06-02,5.086666666666667,5.1000000000000005
G63_2023,2023.0,2023-05-16,4.7275,4.75
G6_2023,2023.0,2023-05-17,1.99,2.0
F53_2023,2023.0,2023-05-11,3.285,3.3
F23_2023,2023.0,2023-05-09,0.6033333333333334,0.6066666666666668
E64_2023,2023.0,2023-05-23,4.276666666666666,4.3
E30_2023,2023.0,2023-05-04,1.5750000000000002,1.5750000000000002
D44_2023,2023.0,2023-04-04,2.776666666666667,2.833333333333333
D18_2023,2023.0,2023-03-31,0.79,0.7966666666666665
C62_2023,2023.0,2023-03-31,0.0796666666666666,0.0806666666666666
C49_2023,2023.0,2023-03-31,0.2716666666666666,0.2733333333333334
I26_2023,2023.0,2023-05-18,7.89,7.9
H23_2023,2023.0,2023-05-30,0.08,0.081
G61_2023,2023.0,2023-05-31,1.139,1.14
F66_2023,2023.0,2023-05-19,10.96,10.966666666666669
F46_2023,2023.0,2023-05-09,0.968,0.985
F18_2023,2023.0,2023-05-12,5.0633333333333335,5.1000000000000005
E63_2023,2023.0,2023-05-23,5.076666666666667,5.1000000000000005
E29_2023,2023.0,2023-05-04,11.5,11.5
D43_2023,2023.0,2023-04-04,3.21,3.25
D16_2023,2023.0,2023-04-03,5.425,5.449999999999999
C60_2023,2023.0,2023-03-29,3.033333333333333,3.0666666666666664
C48_2023,2023.0,2023-03-28,2.0966666666666662,2.1
I21_2023,2023.0,2023-05-24,4.445,4.449999999999999
H20_2023,2023.0,2023-05-30,4.19,4.2
G57_2023,2023.0,2023-05-25,0.119,0.12
F65_2023,2023.0,2023-05-19,7.003333333333334,7.033333333333334
F44_2023,2023.0,2023-03-23,3.333333333333333,3.333333333333333
F11_2023,2023.0,2023-05-10,1.4,1.4
E62_2023,2023.0,2023-05-23,4.513333333333333,4.533333333333332
E19_2023,2023.0,2023-05-09,11.8,12.0
D40_2023,2023.0,2023-04-04,0.4723333333333333,0.4733333333333333
D10_2023,2023.0,2023-03-29,10.03,10.1
C59_2023,2023.0,2023-03-29,0.365,0.3666666666666667
C47_2023,2023.0,2023-03-29,8.02,8.033333333333333
I19_2023,2023.0,2023-05-31,0.288,0.29
H19_2023,2023.0,2023-05-30,1.008,1.01
G56_2023,2023.0,2023-05-31,0.027,0.028
B47_2023,2023.0,2023-03-03,0.7056666666666667,0.7066666666666667
B34_2023,2023.0,2023-03-01,9.94,10.0
B23_2023,2023.0,2023-03-10,4.283333333333334,4.3
B14_2023,2023.0,2023-03-07,0.2586666666666666,0.2596666666666666
A65_2023,2023.0,2023-03-28,5.656666666666666,5.666666666666667
A52_2023,2023.0,2023-03-12,2.3,2.3
A42_2023,2023.0,2023-03-21,4.38,4.4
A29_2023,2023.0,2023-03-17,3.353333333333333,3.3666666666666667
A13_2023,2023.0,2023-03-15,3.1633333333333336,3.1666666666666665
C24_2023,2023.0,2023-04-05,4.6,4.625
B64_2023,2023.0,2023-03-02,13.75,13.75
B44_2023,2023.0,2023-03-01,9.53,9.6
B33_2023,2023.0,2023-03-28,1.599506634499397,1.607887682616271
B22_2023,2023.0,2023-03-09,1.4333333333333331,1.4333333333333331
B12_2023,2023.0,2023-03-06,2.79,2.8000000000000003
A64_2023,2023.0,2023-03-28,5.623333333333332,5.633333333333333
A51_2023,2023.0,2023-03-27,3.25,3.25
A40_2023,2023.0,2023-03-21,20.666666666666668,20.666666666666668
A27_2023,2023.0,2023-03-16,1.12475,1.125
A12_2023,2023.0,2023-03-15,14.953333333333331,15.0
C46_2023,2023.0,2023-03-29,2.7300000000000004,2.733333333333333
C20_2023,2023.0,2023-04-05,4.23,4.25
B62_2023,2023.0,2023-03-02,1.7333333333333332,1.7333333333333332
B43_2023,2023.0,2023-03-01,1.3333333333333333,1.3333333333333333
B31_2023,2023.0,2023-03-10,4.445,4.449999999999999
B21_2023,2023.0,2023-03-08,0.619,0.6233333333333334
B10_2023,2023.0,2023-03-07,6.53,6.533333333333334
A62_2023,2023.0,2023-03-28,1.1233333333333333,1.1333333333333333
A50_2023,2023.0,2023-03-27,10.656666666666666,10.7
A39_2023,2023.0,2023-03-21,0.6836666666666668,0.6866666666666666
A25_2023,2023.0,2023-03-16,4.556666666666666,4.566666666666666
A10_2023,2023.0,2023-03-15,1.7966666666666669,1.8
C44_2023,2023.0,2023-03-31,0.4956666666666667,0.5
C19_2023,2023.0,2023-04-05,1.831,1.8666666666666665
B61_2023,2023.0,2023-03-01,2.8000000000000003,2.8000000000000003
B42_2023,2023.0,2023-03-03,3.516666666666667,3.533333333333333
B30_2023,2023.0,2023-03-11,7.944999999999999,7.95
B20_2023,2023.0,2023-03-08,7.9975,8.0
B5_2023,2023.0,2023-03-07,0.7789999999999999,0.7799999999999999
A60_2023,2023.0,2023-03-28,2.0,2.0
A49_2023,2023.0,2023-03-27,0.1456666666666666,0.1466666666666666
A38_2023,2023.0,2023-03-21,4.640000000000001,4.65
A24_2023,2023.0,2023-03-16,6.616666666666667,6.633333333333333
A9_2023,2023.0,2023-03-15,0.0040272331154684,0.0050330256967064
C41_2023,2023.0,2023-03-29,13.3,13.333333333333334
B59_2023,2023.0,2023-03-03,5.8625,5.9
B41_2023,2023.0,2023-03-03,0.8023333333333333,0.8033333333333333
B29_2023,2023.0,2023-03-07,0.5323333333333333,0.5333333333333333
B19_2023,2023.0,2023-03-10,10.196666666666667,10.2
A59_2023,2023.0,2023-03-28,9.616666666666667,9.633333333333333
A48_2023,2023.0,2023-03-27,0.4333333333333333,0.4366666666666667
A37_2023,2023.0,2023-03-21,11.74,11.833333333333334
A22_2023,2023.0,2023-03-16,1.7263333333333335,1.7266666666666666
C39_2023,2023.0,2023-03-30,1.7,1.7
C16_2023,2023.0,2023-04-05,7.997500000000001,8.000000000000002
B58_2023,2023.0,2023-03-02,2.19,2.2
B39_2023,2023.0,2023-03-02,3.73,3.75
B28_2023,2023.0,2023-03-13,4.3133333333333335,4.333333333333333
B18_2023,2023.0,2023-03-07,9.0925,9.2
B3_2023,2023.0,2023-03-06,0.6393333333333332,0.6433333333333332
A57_2023,2023.0,2023-03-23,12.346666666666666,12.366666666666667
A47_2023,2023.0,2023-03-24,8.076666666666666,8.1
A33_2023,2023.0,2023-03-20,0.8273333333333334,0.8300000000000001
A21_2023,2023.0,2023-03-16,5.706666666666667,5.733333333333333
A7_2023,2023.0,2023-03-15,3.75,3.75
C38_2023,2023.0,2023-03-31,0.359,0.36
C9_2023,2023.0,2023-04-04,10.643333333333333,10.666666666666666
B56_2023,2023.0,2023-03-02,0.9593333333333334,0.96
B38_2023,2023.0,2023-03-02,4.033333333333334,4.033333333333334
B27_2023,2023.0,2023-03-10,9.723333333333334,9.733333333333333
B16_2023,2023.0,2023-03-07,0.419,0.4200000000000001
B2_2023,2023.0,2023-03-06,1.8333333333333333,1.8333333333333333
A54_2023,2023.0,2023-03-27,6.305,6.35
A46_2023,2023.0,2023-03-22,3.786666666666666,3.8
A31_2023,2023.0,2023-03-17,4.353333333333333,4.366666666666666
A20_2023,2023.0,2023-03-16,14.0,14.0
A3_2023,2023.0,2023-03-14,4.3566666666666665,4.366666666666666
C37_2023,2023.0,2023-03-29,2.16,2.2
C4_2023,2023.0,2023-04-04,4.585,4.6
B51_2023,2023.0,2023-03-02,2.796666666666667,2.7999999999999994
B36_2023,2023.0,2023-03-02,2.7075,2.725
B26_2023,2023.0,2023-03-11,3.55,3.55
B1_2023,2023.0,2023-03-06,10.49,10.5
A53_2023,2023.0,2023-03-27,1.595,1.6
A44_2023,2023.0,2023-03-22,3.6266666666666665,3.7
A30_2023,2023.0,2023-03-17,0.819,0.82
A18_2023,2023.0,2023-03-16,0.7789999999999999,0.7799999999999999
A2_2023,2023.0,2023-03-14,0.3686666666666667,0.3699999999999999
C36_2023,2023.0,2023-03-28,3.02,3.05
B66_2023,2023.0,2023-03-03,2.2775,2.3
F40_2022,2022.0,2022-04-06,0.239,0.24
F21_2022,2022.0,2022-03-24,0.2216666666666666,0.2233333333333333
F11_2022,2022.0,2022-04-06,5.916666666666667,5.933333333333333
E64_2022,2022.0,2022-04-20,1.1003333333333334,1.1166666666666667
E34_2022,2022.0,2022-03-22,0.5356666666666667,0.5366666666666666
E17_2022,2022.0,2022-03-22,11.326666666666666,11.4
E7_2022,2022.0,2022-03-21,5.086666666666667,5.1000000000000005
D53_2022,2022.0,2022-04-08,2.6750000000000003,2.6750000000000003
D28_2022,2022.0,2022-04-11,0.199,0.2
C64_2022,2022.0,2022-04-27,0.6423466023321269,0.6491086985658757
C48_2022,2022.0,2022-03-29,3.456666666666667,3.4666666666666663
F54_2022,2022.0,2022-04-06,9.6825,9.7
F38_2022,2022.0,2022-04-07,1.2185,1.24
F20_2022,2022.0,2022-03-24,0.9836666666666668,0.9966666666666668
F8_2022,2022.0,2022-03-23,10.63,10.666666666666666
E63_2022,2022.0,2022-04-13,0.376,0.3825
E29_2022,2022.0,2022-03-22,0.349,0.35
E15_2022,2022.0,2022-03-22,6.366666666666666,6.366666666666666
E6_2022,2022.0,2022-03-21,3.5,3.5
D47_2022,2022.0,2022-04-08,7.385,7.45
D22_2022,2022.0,2022-04-12,2.8200000000000003,2.833333333333333
C62_2022,2022.0,2022-03-30,1.132,1.1333333333333333
C47_2022,2022.0,2022-03-29,1.6333333333333335,1.6333333333333335
F50_2022,2022.0,2022-03-04,3.963333333333333,3.9666666666666655
F37_2022,2022.0,2022-04-06,6.0975,6.125
F18_2022,2022.0,2022-03-24,0.3856666666666666,0.3866666666666666
F6_2022,2022.0,2022-03-23,0.3023333333333333,0.3033333333333333
E61_2022,2022.0,2022-04-20,11.263333333333334,11.266666666666666
E28_2022,2022.0,2022-03-22,0.0040272331154684,0.0050330256967064
E14_2022,2022.0,2022-03-21,10.123333333333331,10.133333333333333
E5_2022,2022.0,2022-03-18,1.112,1.1133333333333333
D41_2022,2022.0,2022-04-08,6.94,7.0
D19_2022,2022.0,2022-04-12,9.5525,9.575
C59_2022,2022.0,2022-03-30,2.2566666666666664,2.2666666666666666
C46_2022,2022.0,2022-03-28,0.7993333333333333,0.7999999999999999
F49_2022,2022.0,2022-04-20,2.5900000000000003,2.6
F34_2022,2022.0,2022-04-20,0.469,0.4733333333333334
F16_2022,2022.0,2022-03-24,0.319,0.32
F5_2022,2022.0,2022-03-23,7.159999999999999,7.2
E56_2022,2022.0,2022-04-20,2.305333333333333,2.31
E25_2022,2022.0,2022-03-22,0.5186666666666667,0.52
E13_2022,2022.0,2022-03-21,8.92,8.933333333333334
E4_2022,2022.0,2022-03-16,9.01,9.033333333333331
D38_2022,2022.0,2022-04-11,0.1164999999999999,0.1175
